duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74,74,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
36074,udp,domain_u,S0,1248855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
6,udp,domain_u,S0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
8,udp,domain_u,S0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
0,udp,domain_u,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cryptomining
